"label","penn_element_name","parameter","value","rt","person","condition","type","trial_n","reading_time","itemnum","subject"
"filler","DashedSentence","9","poorly","1203","Jackson","r_branch","filler","96","349","1092","S[1]"
"filler","DashedSentence","8","who","1203","Jackson","r_branch","filler","96","361","1092","S[1]"
"filler","DashedSentence","7","eletrician","1203","Jackson","r_branch","filler","96","372","1092","S[1]"
"filler","DashedSentence","6","clumsy","1203","Jackson","r_branch","filler","96","246","1092","S[1]"
"filler","DashedSentence","5","the","1203","Jackson","r_branch","filler","96","349","1092","S[1]"
"filler","DashedSentence","4","sparked","1203","Jackson","r_branch","filler","96","360","1092","S[1]"
"filler","DashedSentence","3","outlet","1203","Jackson","r_branch","filler","96","277","1092","S[1]"
"filler","DashedSentence","2","rusty","1203","Jackson","r_branch","filler","96","293","1092","S[1]"
"filler","DashedSentence","1","The","1203","Jackson","r_branch","filler","96","272","1092","S[1]"
"filler","grade","Choice","1","1203","Jackson","r_branch","filler","96","NULL","1092","S[1]"
"filler","DashedSentence","16","festival.","1144","Hande","1_embed","filler","97","326","1077","S[1]"
"filler","DashedSentence","15","the","1144","Hande","1_embed","filler","97","202","1077","S[1]"
"filler","DashedSentence","14","visit","1144","Hande","1_embed","filler","97","313","1077","S[1]"
"filler","DashedSentence","13","would","1144","Hande","1_embed","filler","97","236","1077","S[1]"
"filler","DashedSentence","12","when","1144","Hande","1_embed","filler","97","236","1077","S[1]"
"filler","DashedSentence","11","asking","1144","Hande","1_embed","filler","97","257","1077","S[1]"
"filler","DashedSentence","10","kept","1144","Hande","1_embed","filler","97","218","1077","S[1]"
"filler","DashedSentence","9","people","1144","Hande","1_embed","filler","97","280","1077","S[1]"
"filler","DashedSentence","8","that","1144","Hande","1_embed","filler","97","249","1077","S[1]"
"filler","DashedSentence","7","director","1144","Hande","1_embed","filler","97","227","1077","S[1]"
"filler","DashedSentence","6","a","1144","Hande","1_embed","filler","97","220","1077","S[1]"
"filler","DashedSentence","5","and","1144","Hande","1_embed","filler","97","207","1077","S[1]"
"filler","DashedSentence","4","movie","1144","Hande","1_embed","filler","97","225","1077","S[1]"
"filler","DashedSentence","3","a","1144","Hande","1_embed","filler","97","231","1077","S[1]"
"filler","DashedSentence","2","mentioned","1144","Hande","1_embed","filler","97","243","1077","S[1]"
"filler","DashedSentence","1","She","1144","Hande","1_embed","filler","97","237","1077","S[1]"
"filler","grade","Choice","1","1144","Hande","1_embed","filler","97","NULL","1077","S[1]"
"filler","DashedSentence","14","writing.","1922","Tessa","1_embed","filler","99","631","1054","S[1]"
"filler","DashedSentence","13","after","1922","Tessa","1_embed","filler","99","206","1054","S[1]"
"filler","DashedSentence","12","himself","1922","Tessa","1_embed","filler","99","190","1054","S[1]"
"filler","DashedSentence","11","for","1922","Tessa","1_embed","filler","99","218","1054","S[1]"
"filler","DashedSentence","10","best","1922","Tessa","1_embed","filler","99","275","1054","S[1]"
"filler","DashedSentence","9","was","1922","Tessa","1_embed","filler","99","336","1054","S[1]"
"filler","DashedSentence","8","program","1922","Tessa","1_embed","filler","99","315","1054","S[1]"
"filler","DashedSentence","7","which","1922","Tessa","1_embed","filler","99","243","1054","S[1]"
"filler","DashedSentence","6","boss","1922","Tessa","1_embed","filler","99","214","1054","S[1]"
"filler","DashedSentence","5","his","1922","Tessa","1_embed","filler","99","236","1054","S[1]"
"filler","DashedSentence","4","asked","1922","Tessa","1_embed","filler","99","238","1054","S[1]"
"filler","DashedSentence","3","engineer","1922","Tessa","1_embed","filler","99","327","1054","S[1]"
"filler","DashedSentence","2","software","1922","Tessa","1_embed","filler","99","219","1054","S[1]"
"filler","DashedSentence","1","The","1922","Tessa","1_embed","filler","99","208","1054","S[1]"
"filler","grade","Choice","6","1922","Tessa","1_embed","filler","99","NULL","1054","S[1]"
"filler","DashedSentence","12","headline.","2595","Carmen","no_wh","filler","100","293","1003","S[1]"
"filler","DashedSentence","11","news","2595","Carmen","no_wh","filler","100","221","1003","S[1]"
"filler","DashedSentence","10","the","2595","Carmen","no_wh","filler","100","264","1003","S[1]"
"filler","DashedSentence","9","in","2595","Carmen","no_wh","filler","100","232","1003","S[1]"
"filler","DashedSentence","8","reported","2595","Carmen","no_wh","filler","100","266","1003","S[1]"
"filler","DashedSentence","7","was","2595","Carmen","no_wh","filler","100","313","1003","S[1]"
"filler","DashedSentence","6","volunteers","2595","Carmen","no_wh","filler","100","218","1003","S[1]"
"filler","DashedSentence","5","by","2595","Carmen","no_wh","filler","100","214","1003","S[1]"
"filler","DashedSentence","4","organized","2595","Carmen","no_wh","filler","100","258","1003","S[1]"
"filler","DashedSentence","3","cleanup","2595","Carmen","no_wh","filler","100","255","1003","S[1]"
"filler","DashedSentence","2","beach","2595","Carmen","no_wh","filler","100","202","1003","S[1]"
"filler","DashedSentence","1","The","2595","Carmen","no_wh","filler","100","239","1003","S[1]"
"filler","grade","Choice","7","2595","Carmen","no_wh","filler","100","NULL","1003","S[1]"
"filler","DashedSentence","20","nearby.","2423","Matthew","r_branch","filler","102","280","1035","S[1]"
"filler","DashedSentence","19","apple","2423","Matthew","r_branch","filler","102","342","1035","S[1]"
"filler","DashedSentence","18","an","2423","Matthew","r_branch","filler","102","231","1035","S[1]"
"filler","DashedSentence","17","was","2423","Matthew","r_branch","filler","102","239","1035","S[1]"
"filler","DashedSentence","16","there","2423","Matthew","r_branch","filler","102","340","1035","S[1]"
"filler","DashedSentence","15","that","2423","Matthew","r_branch","filler","102","214","1035","S[1]"
"filler","DashedSentence","14","fact","2423","Matthew","r_branch","filler","102","200","1035","S[1]"
"filler","DashedSentence","13","the","2423","Matthew","r_branch","filler","102","230","1035","S[1]"
"filler","DashedSentence","12","despite","2423","Matthew","r_branch","filler","102","485","1035","S[1]"
"filler","DashedSentence","11","tree%2C","2423","Matthew","r_branch","filler","102","415","1035","S[1]"
"filler","DashedSentence","10","oak","2423","Matthew","r_branch","filler","102","224","1035","S[1]"
"filler","DashedSentence","9","the","2423","Matthew","r_branch","filler","102","233","1035","S[1]"
"filler","DashedSentence","8","on","2423","Matthew","r_branch","filler","102","216","1035","S[1]"
"filler","DashedSentence","7","chewing","2423","Matthew","r_branch","filler","102","204","1035","S[1]"
"filler","DashedSentence","6","be","2423","Matthew","r_branch","filler","102","206","1035","S[1]"
"filler","DashedSentence","5","to","2423","Matthew","r_branch","filler","102","243","1035","S[1]"
"filler","DashedSentence","4","appeared","2423","Matthew","r_branch","filler","102","238","1035","S[1]"
"filler","DashedSentence","3","beaver","2423","Matthew","r_branch","filler","102","228","1035","S[1]"
"filler","DashedSentence","2","little","2423","Matthew","r_branch","filler","102","211","1035","S[1]"
"filler","DashedSentence","1","The","2423","Matthew","r_branch","filler","102","252","1035","S[1]"
"filler","grade","Choice","5","2423","Matthew","r_branch","filler","102","NULL","1035","S[1]"
"filler","DashedSentence","16","her.","2457","Tessa","1_embed","filler","103","253","1044","S[1]"
"filler","DashedSentence","15","give","2457","Tessa","1_embed","filler","103","224","1044","S[1]"
"filler","DashedSentence","14","to","2457","Tessa","1_embed","filler","103","246","1044","S[1]"
"filler","DashedSentence","13","medicine","2457","Tessa","1_embed","filler","103","302","1044","S[1]"
"filler","DashedSentence","12","which","2457","Tessa","1_embed","filler","103","403","1044","S[1]"
"filler","DashedSentence","11","ill%2C","2457","Tessa","1_embed","filler","103","196","1044","S[1]"
"filler","DashedSentence","10","was","2457","Tessa","1_embed","filler","103","215","1044","S[1]"
"filler","DashedSentence","9","who","2457","Tessa","1_embed","filler","103","379","1044","S[1]"
"filler","DashedSentence","8","girl%2C","2457","Tessa","1_embed","filler","103","220","1044","S[1]"
"filler","DashedSentence","7","the","2457","Tessa","1_embed","filler","103","217","1044","S[1]"
"filler","DashedSentence","6","of","2457","Tessa","1_embed","filler","103","346","1044","S[1]"
"filler","DashedSentence","5","parents","2457","Tessa","1_embed","filler","103","234","1044","S[1]"
"filler","DashedSentence","4","the","2457","Tessa","1_embed","filler","103","219","1044","S[1]"
"filler","DashedSentence","3","told","2457","Tessa","1_embed","filler","103","367","1044","S[1]"
"filler","DashedSentence","2","pediatrician","2457","Tessa","1_embed","filler","103","224","1044","S[1]"
"filler","DashedSentence","1","The","2457","Tessa","1_embed","filler","103","204","1044","S[1]"
"filler","grade","Choice","6","2457","Tessa","1_embed","filler","103","NULL","1044","S[1]"
"filler","DashedSentence","18","free.","2036","Carmen","r_branch","filler","105","267","1002","S[1]"
"filler","DashedSentence","17","for","2036","Carmen","r_branch","filler","105","258","1002","S[1]"
"filler","DashedSentence","16","candies","2036","Carmen","r_branch","filler","105","204","1002","S[1]"
"filler","DashedSentence","15","get","2036","Carmen","r_branch","filler","105","207","1002","S[1]"
"filler","DashedSentence","14","can","2036","Carmen","r_branch","filler","105","204","1002","S[1]"
"filler","DashedSentence","13","they","2036","Carmen","r_branch","filler","105","229","1002","S[1]"
"filler","DashedSentence","12","where","2036","Carmen","r_branch","filler","105","262","1002","S[1]"
"filler","DashedSentence","11","park","2036","Carmen","r_branch","filler","105","250","1002","S[1]"
"filler","DashedSentence","10","theme","2036","Carmen","r_branch","filler","105","247","1002","S[1]"
"filler","DashedSentence","9","famous","2036","Carmen","r_branch","filler","105","264","1002","S[1]"
"filler","DashedSentence","8","the","2036","Carmen","r_branch","filler","105","220","1002","S[1]"
"filler","DashedSentence","7","know","2036","Carmen","r_branch","filler","105","234","1002","S[1]"
"filler","DashedSentence","6","all","2036","Carmen","r_branch","filler","105","210","1002","S[1]"
"filler","DashedSentence","5","area","2036","Carmen","r_branch","filler","105","223","1002","S[1]"
"filler","DashedSentence","4","this","2036","Carmen","r_branch","filler","105","256","1002","S[1]"
"filler","DashedSentence","3","in","2036","Carmen","r_branch","filler","105","210","1002","S[1]"
"filler","DashedSentence","2","kids","2036","Carmen","r_branch","filler","105","199","1002","S[1]"
"filler","DashedSentence","1","The","2036","Carmen","r_branch","filler","105","193","1002","S[1]"
"filler","grade","Choice","6","2036","Carmen","r_branch","filler","105","NULL","1002","S[1]"
"filler","DashedSentence","17","conference.","1714","Hande","1_embed","filler","106","233","1073","S[1]"
"filler","DashedSentence","16","the","1714","Hande","1_embed","filler","106","242","1073","S[1]"
"filler","DashedSentence","15","at","1714","Hande","1_embed","filler","106","264","1073","S[1]"
"filler","DashedSentence","14","everyone","1714","Hande","1_embed","filler","106","232","1073","S[1]"
"filler","DashedSentence","13","fascinated","1714","Hande","1_embed","filler","106","201","1073","S[1]"
"filler","DashedSentence","12","that","1714","Hande","1_embed","filler","106","197","1073","S[1]"
"filler","DashedSentence","11","project","1714","Hande","1_embed","filler","106","199","1073","S[1]"
"filler","DashedSentence","10","research","1714","Hande","1_embed","filler","106","223","1073","S[1]"
"filler","DashedSentence","9","a","1714","Hande","1_embed","filler","106","241","1073","S[1]"
"filler","DashedSentence","8","led","1714","Hande","1_embed","filler","106","234","1073","S[1]"
"filler","DashedSentence","7","biology","1714","Hande","1_embed","filler","106","238","1073","S[1]"
"filler","DashedSentence","6","marine","1714","Hande","1_embed","filler","106","232","1073","S[1]"
"filler","DashedSentence","5","in","1714","Hande","1_embed","filler","106","205","1073","S[1]"
"filler","DashedSentence","4","specialized","1714","Hande","1_embed","filler","106","177","1073","S[1]"
"filler","DashedSentence","3","who","1714","Hande","1_embed","filler","106","329","1073","S[1]"
"filler","DashedSentence","2","scientist","1714","Hande","1_embed","filler","106","218","1073","S[1]"
"filler","DashedSentence","1","The","1714","Hande","1_embed","filler","106","249","1073","S[1]"
"filler","grade","Choice","7","1714","Hande","1_embed","filler","106","NULL","1073","S[1]"
"filler","DashedSentence","16","concerts.","2806","Carmen","coordinate","filler","108","248","1010","S[1]"
"filler","DashedSentence","15","their","2806","Carmen","coordinate","filler","108","268","1010","S[1]"
"filler","DashedSentence","14","for","2806","Carmen","coordinate","filler","108","441","1010","S[1]"
"filler","DashedSentence","13","public","2806","Carmen","coordinate","filler","108","207","1010","S[1]"
"filler","DashedSentence","12","in","2806","Carmen","coordinate","filler","108","297","1010","S[1]"
"filler","DashedSentence","11","practices","2806","Carmen","coordinate","filler","108","318","1010","S[1]"
"filler","DashedSentence","10","and","2806","Carmen","coordinate","filler","108","358","1010","S[1]"
"filler","DashedSentence","9","instrument","2806","Carmen","coordinate","filler","108","220","1010","S[1]"
"filler","DashedSentence","8","an","2806","Carmen","coordinate","filler","108","263","1010","S[1]"
"filler","DashedSentence","7","carries","2806","Carmen","coordinate","filler","108","259","1010","S[1]"
"filler","DashedSentence","6","school","2806","Carmen","coordinate","filler","108","305","1010","S[1]"
"filler","DashedSentence","5","art","2806","Carmen","coordinate","filler","108","220","1010","S[1]"
"filler","DashedSentence","4","the","2806","Carmen","coordinate","filler","108","255","1010","S[1]"
"filler","DashedSentence","3","in","2806","Carmen","coordinate","filler","108","261","1010","S[1]"
"filler","DashedSentence","2","student","2806","Carmen","coordinate","filler","108","305","1010","S[1]"
"filler","DashedSentence","1","Every","2806","Carmen","coordinate","filler","108","215","1010","S[1]"
"filler","grade","Choice","6","2806","Carmen","coordinate","filler","108","NULL","1010","S[1]"
"filler","DashedSentence","18","behalf.","1933","Tessa","1_embed","filler","109","295","1057","S[1]"
"filler","DashedSentence","17","producer's","1933","Tessa","1_embed","filler","109","230","1057","S[1]"
"filler","DashedSentence","16","the","1933","Tessa","1_embed","filler","109","244","1057","S[1]"
"filler","DashedSentence","15","on","1933","Tessa","1_embed","filler","109","235","1057","S[1]"
"filler","DashedSentence","14","himself","1933","Tessa","1_embed","filler","109","223","1057","S[1]"
"filler","DashedSentence","13","for","1933","Tessa","1_embed","filler","109","224","1057","S[1]"
"filler","DashedSentence","12","bought","1933","Tessa","1_embed","filler","109","207","1057","S[1]"
"filler","DashedSentence","11","was","1933","Tessa","1_embed","filler","109","344","1057","S[1]"
"filler","DashedSentence","10","night%2C","1933","Tessa","1_embed","filler","109","262","1057","S[1]"
"filler","DashedSentence","9","all","1933","Tessa","1_embed","filler","109","296","1057","S[1]"
"filler","DashedSentence","8","played","1933","Tessa","1_embed","filler","109","205","1057","S[1]"
"filler","DashedSentence","7","which","1933","Tessa","1_embed","filler","109","383","1057","S[1]"
"filler","DashedSentence","6","commercial%2C","1933","Tessa","1_embed","filler","109","414","1057","S[1]"
"filler","DashedSentence","5","TV","1933","Tessa","1_embed","filler","109","208","1057","S[1]"
"filler","DashedSentence","4","the","1933","Tessa","1_embed","filler","109","230","1057","S[1]"
"filler","DashedSentence","3","on","1933","Tessa","1_embed","filler","109","372","1057","S[1]"
"filler","DashedSentence","2","watch","1933","Tessa","1_embed","filler","109","230","1057","S[1]"
"filler","DashedSentence","1","The","1933","Tessa","1_embed","filler","109","213","1057","S[1]"
"filler","grade","Choice","2","1933","Tessa","1_embed","filler","109","NULL","1057","S[1]"
"filler","DashedSentence","14","prize.","2125","Carmen","1_embed","filler","111","260","1001","S[1]"
"filler","DashedSentence","13","million-dollar","2125","Carmen","1_embed","filler","111","232","1001","S[1]"
"filler","DashedSentence","12","a","2125","Carmen","1_embed","filler","111","266","1001","S[1]"
"filler","DashedSentence","11","won","2125","Carmen","1_embed","filler","111","246","1001","S[1]"
"filler","DashedSentence","10","himself","2125","Carmen","1_embed","filler","111","227","1001","S[1]"
"filler","DashedSentence","9","by","2125","Carmen","1_embed","filler","111","326","1001","S[1]"
"filler","DashedSentence","8","set","2125","Carmen","1_embed","filler","111","297","1001","S[1]"
"filler","DashedSentence","7","record","2125","Carmen","1_embed","filler","111","274","1001","S[1]"
"filler","DashedSentence","6","the","2125","Carmen","1_embed","filler","111","321","1001","S[1]"
"filler","DashedSentence","5","broke","2125","Carmen","1_embed","filler","111","480","1001","S[1]"
"filler","DashedSentence","4","who","2125","Carmen","1_embed","filler","111","240","1001","S[1]"
"filler","DashedSentence","3","champion","2125","Carmen","1_embed","filler","111","357","1001","S[1]"
"filler","DashedSentence","2","marathon","2125","Carmen","1_embed","filler","111","341","1001","S[1]"
"filler","DashedSentence","1","The","2125","Carmen","1_embed","filler","111","244","1001","S[1]"
"filler","grade","Choice","5","2125","Carmen","1_embed","filler","111","NULL","1001","S[1]"
"filler","DashedSentence","14","years.","1816","Hande","r_branch","filler","112","389","1085","S[1]"
"filler","DashedSentence","13","for","1816","Hande","r_branch","filler","112","307","1085","S[1]"
"filler","DashedSentence","12","envisioned","1816","Hande","r_branch","filler","112","197","1085","S[1]"
"filler","DashedSentence","11","had","1816","Hande","r_branch","filler","112","314","1085","S[1]"
"filler","DashedSentence","10","he","1816","Hande","r_branch","filler","112","276","1085","S[1]"
"filler","DashedSentence","9","that","1816","Hande","r_branch","filler","112","310","1085","S[1]"
"filler","DashedSentence","8","song","1816","Hande","r_branch","filler","112","317","1085","S[1]"
"filler","DashedSentence","7","the","1816","Hande","r_branch","filler","112","273","1085","S[1]"
"filler","DashedSentence","6","compose","1816","Hande","r_branch","filler","112","264","1085","S[1]"
"filler","DashedSentence","5","to","1816","Hande","r_branch","filler","112","254","1085","S[1]"
"filler","DashedSentence","4","himself","1816","Hande","r_branch","filler","112","255","1085","S[1]"
"filler","DashedSentence","3","inspired","1816","Hande","r_branch","filler","112","276","1085","S[1]"
"filler","DashedSentence","2","musician","1816","Hande","r_branch","filler","112","237","1085","S[1]"
"filler","DashedSentence","1","The","1816","Hande","r_branch","filler","112","249","1085","S[1]"
"filler","grade","Choice","6","1816","Hande","r_branch","filler","112","NULL","1085","S[1]"
"filler","DashedSentence","15","nearby.","1540","Danni","r_branch","filler","114","371","1070","S[1]"
"filler","DashedSentence","14","is","1540","Danni","r_branch","filler","114","216","1070","S[1]"
"filler","DashedSentence","13","recommended","1540","Danni","r_branch","filler","114","219","1070","S[1]"
"filler","DashedSentence","12","friend","1540","Danni","r_branch","filler","114","240","1070","S[1]"
"filler","DashedSentence","11","my","1540","Danni","r_branch","filler","114","237","1070","S[1]"
"filler","DashedSentence","10","that","1540","Danni","r_branch","filler","114","251","1070","S[1]"
"filler","DashedSentence","9","food","1540","Danni","r_branch","filler","114","234","1070","S[1]"
"filler","DashedSentence","8","Italian","1540","Danni","r_branch","filler","114","245","1070","S[1]"
"filler","DashedSentence","7","serves","1540","Danni","r_branch","filler","114","227","1070","S[1]"
"filler","DashedSentence","6","which","1540","Danni","r_branch","filler","114","220","1070","S[1]"
"filler","DashedSentence","5","ate","1540","Danni","r_branch","filler","114","206","1070","S[1]"
"filler","DashedSentence","4","we","1540","Danni","r_branch","filler","114","207","1070","S[1]"
"filler","DashedSentence","3","where","1540","Danni","r_branch","filler","114","328","1070","S[1]"
"filler","DashedSentence","2","restaurant","1540","Danni","r_branch","filler","114","219","1070","S[1]"
"filler","DashedSentence","1","The","1540","Danni","r_branch","filler","114","235","1070","S[1]"
"filler","grade","Choice","2","1540","Danni","r_branch","filler","114","NULL","1070","S[1]"
"filler","DashedSentence","18","come.","1835","Carmen","commas","filler","116","338","1006","S[1]"
"filler","DashedSentence","17","to","1835","Carmen","commas","filler","116","245","1006","S[1]"
"filler","DashedSentence","16","people","1835","Carmen","commas","filler","116","188","1006","S[1]"
"filler","DashedSentence","15","of","1835","Carmen","commas","filler","116","189","1006","S[1]"
"filler","DashedSentence","14","thousands","1835","Carmen","commas","filler","116","201","1006","S[1]"
"filler","DashedSentence","13","attracted","1835","Carmen","commas","filler","116","370","1006","S[1]"
"filler","DashedSentence","12","stadium%2C","1835","Carmen","commas","filler","116","287","1006","S[1]"
"filler","DashedSentence","11","large","1835","Carmen","commas","filler","116","277","1006","S[1]"
"filler","DashedSentence","10","a","1835","Carmen","commas","filler","116","229","1006","S[1]"
"filler","DashedSentence","9","in","1835","Carmen","commas","filler","116","301","1006","S[1]"
"filler","DashedSentence","8","concert","1835","Carmen","commas","filler","116","197","1006","S[1]"
"filler","DashedSentence","7","pop-up","1835","Carmen","commas","filler","116","207","1006","S[1]"
"filler","DashedSentence","6","a","1835","Carmen","commas","filler","116","217","1006","S[1]"
"filler","DashedSentence","5","held","1835","Carmen","commas","filler","116","215","1006","S[1]"
"filler","DashedSentence","4","who","1835","Carmen","commas","filler","116","360","1006","S[1]"
"filler","DashedSentence","3","singer%2C","1835","Carmen","commas","filler","116","256","1006","S[1]"
"filler","DashedSentence","2","popular","1835","Carmen","commas","filler","116","182","1006","S[1]"
"filler","DashedSentence","1","The","1835","Carmen","commas","filler","116","208","1006","S[1]"
"filler","grade","Choice","5","1835","Carmen","commas","filler","116","NULL","1006","S[1]"
"filler","DashedSentence","9","eggs.","2629","Will","coordinate","filler","117","350","1017","S[1]"
"filler","DashedSentence","8","and","2629","Will","coordinate","filler","117","292","1017","S[1]"
"filler","DashedSentence","7","ordered","2629","Will","coordinate","filler","117","222","1017","S[1]"
"filler","DashedSentence","6","customer","2629","Will","coordinate","filler","117","211","1017","S[1]"
"filler","DashedSentence","5","the","2629","Will","coordinate","filler","117","206","1017","S[1]"
"filler","DashedSentence","4","what","2629","Will","coordinate","filler","117","216","1017","S[1]"
"filler","DashedSentence","3","wondered","2629","Will","coordinate","filler","117","207","1017","S[1]"
"filler","DashedSentence","2","waiter","2629","Will","coordinate","filler","117","250","1017","S[1]"
"filler","DashedSentence","1","The","2629","Will","coordinate","filler","117","186","1017","S[1]"
"filler","grade","Choice","1","2629","Will","coordinate","filler","117","NULL","1017","S[1]"
"filler","DashedSentence","21","cake.","2268","Matthew","conjunction","filler","119","309","1042","S[1]"
"filler","DashedSentence","20","nice","2268","Matthew","conjunction","filler","119","271","1042","S[1]"
"filler","DashedSentence","19","a","2268","Matthew","conjunction","filler","119","305","1042","S[1]"
"filler","DashedSentence","18","prepared","2268","Matthew","conjunction","filler","119","239","1042","S[1]"
"filler","DashedSentence","17","children","2268","Matthew","conjunction","filler","119","190","1042","S[1]"
"filler","DashedSentence","16","the","2268","Matthew","conjunction","filler","119","278","1042","S[1]"
"filler","DashedSentence","15","and","2268","Matthew","conjunction","filler","119","471","1042","S[1]"
"filler","DashedSentence","14","stews%2C","2268","Matthew","conjunction","filler","119","258","1042","S[1]"
"filler","DashedSentence","13","of","2268","Matthew","conjunction","filler","119","239","1042","S[1]"
"filler","DashedSentence","12","series","2268","Matthew","conjunction","filler","119","215","1042","S[1]"
"filler","DashedSentence","11","a","2268","Matthew","conjunction","filler","119","224","1042","S[1]"
"filler","DashedSentence","10","made","2268","Matthew","conjunction","filler","119","237","1042","S[1]"
"filler","DashedSentence","9","mother","2268","Matthew","conjunction","filler","119","453","1042","S[1]"
"filler","DashedSentence","8","turkey%2C","2268","Matthew","conjunction","filler","119","255","1042","S[1]"
"filler","DashedSentence","7","roasted","2268","Matthew","conjunction","filler","119","207","1042","S[1]"
"filler","DashedSentence","6","finely","2268","Matthew","conjunction","filler","119","221","1042","S[1]"
"filler","DashedSentence","5","a","2268","Matthew","conjunction","filler","119","208","1042","S[1]"
"filler","DashedSentence","4","made","2268","Matthew","conjunction","filler","119","239","1042","S[1]"
"filler","DashedSentence","3","father","2268","Matthew","conjunction","filler","119","390","1042","S[1]"
"filler","DashedSentence","2","Thanksgiving%2C","2268","Matthew","conjunction","filler","119","247","1042","S[1]"
"filler","DashedSentence","1","During","2268","Matthew","conjunction","filler","119","229","1042","S[1]"
"filler","grade","Choice","6","2268","Matthew","conjunction","filler","119","NULL","1042","S[1]"
"filler","DashedSentence","16","championship.","1091","Danni","1_embed","filler","120","820","1062","S[1]"
"filler","DashedSentence","15","the","1091","Danni","1_embed","filler","120","211","1062","S[1]"
"filler","DashedSentence","14","winning","1091","Danni","1_embed","filler","120","253","1062","S[1]"
"filler","DashedSentence","13","of","1091","Danni","1_embed","filler","120","185","1062","S[1]"
"filler","DashedSentence","12","goal","1091","Danni","1_embed","filler","120","188","1062","S[1]"
"filler","DashedSentence","11","his","1091","Danni","1_embed","filler","120","218","1062","S[1]"
"filler","DashedSentence","10","achieved","1091","Danni","1_embed","filler","120","360","1062","S[1]"
"filler","DashedSentence","9","finally","1091","Danni","1_embed","filler","120","469","1062","S[1]"
"filler","DashedSentence","8","himself","1091","Danni","1_embed","filler","120","224","1062","S[1]"
"filler","DashedSentence","7","improve","1091","Danni","1_embed","filler","120","223","1062","S[1]"
"filler","DashedSentence","6","to","1091","Danni","1_embed","filler","120","205","1062","S[1]"
"filler","DashedSentence","5","hard","1091","Danni","1_embed","filler","120","306","1062","S[1]"
"filler","DashedSentence","4","trained","1091","Danni","1_embed","filler","120","201","1062","S[1]"
"filler","DashedSentence","3","who","1091","Danni","1_embed","filler","120","238","1062","S[1]"
"filler","DashedSentence","2","athlete","1091","Danni","1_embed","filler","120","505","1062","S[1]"
"filler","DashedSentence","1","The","1091","Danni","1_embed","filler","120","244","1062","S[1]"
"filler","grade","Choice","6","1091","Danni","1_embed","filler","120","NULL","1062","S[1]"
"filler","DashedSentence","14","abroad.","2639","Danni","1_embed","filler","122","492","1059","S[1]"
"filler","DashedSentence","13","study","2639","Danni","1_embed","filler","122","239","1059","S[1]"
"filler","DashedSentence","12","to","2639","Danni","1_embed","filler","122","286","1059","S[1]"
"filler","DashedSentence","11","scholarship","2639","Danni","1_embed","filler","122","293","1059","S[1]"
"filler","DashedSentence","10","a","2639","Danni","1_embed","filler","122","244","1059","S[1]"
"filler","DashedSentence","9","receive","2639","Danni","1_embed","filler","122","287","1059","S[1]"
"filler","DashedSentence","8","will","2639","Danni","1_embed","filler","122","279","1059","S[1]"
"filler","DashedSentence","7","place","2639","Danni","1_embed","filler","122","280","1059","S[1]"
"filler","DashedSentence","6","first","2639","Danni","1_embed","filler","122","273","1059","S[1]"
"filler","DashedSentence","5","won","2639","Danni","1_embed","filler","122","272","1059","S[1]"
"filler","DashedSentence","4","project","2639","Danni","1_embed","filler","122","307","1059","S[1]"
"filler","DashedSentence","3","whose","2639","Danni","1_embed","filler","122","315","1059","S[1]"
"filler","DashedSentence","2","student","2639","Danni","1_embed","filler","122","193","1059","S[1]"
"filler","DashedSentence","1","The","2639","Danni","1_embed","filler","122","250","1059","S[1]"
"filler","grade","Choice","7","2639","Danni","1_embed","filler","122","NULL","1059","S[1]"
"filler","DashedSentence","17","shop.","2917","Carmen","coordinate","filler","123","251","1008","S[1]"
"filler","DashedSentence","16","the","2917","Carmen","coordinate","filler","123","381","1008","S[1]"
"filler","DashedSentence","15","for","2917","Carmen","coordinate","filler","123","232","1008","S[1]"
"filler","DashedSentence","14","sections","2917","Carmen","coordinate","filler","123","229","1008","S[1]"
"filler","DashedSentence","13","tea","2917","Carmen","coordinate","filler","123","235","1008","S[1]"
"filler","DashedSentence","12","and","2917","Carmen","coordinate","filler","123","281","1008","S[1]"
"filler","DashedSentence","11","pastries","2917","Carmen","coordinate","filler","123","237","1008","S[1]"
"filler","DashedSentence","10","launch","2917","Carmen","coordinate","filler","123","234","1008","S[1]"
"filler","DashedSentence","9","to","2917","Carmen","coordinate","filler","123","217","1008","S[1]"
"filler","DashedSentence","8","decided","2917","Carmen","coordinate","filler","123","223","1008","S[1]"
"filler","DashedSentence","7","shop","2917","Carmen","coordinate","filler","123","227","1008","S[1]"
"filler","DashedSentence","6","coffee","2917","Carmen","coordinate","filler","123","221","1008","S[1]"
"filler","DashedSentence","5","chain","2917","Carmen","coordinate","filler","123","207","1008","S[1]"
"filler","DashedSentence","4","the","2917","Carmen","coordinate","filler","123","217","1008","S[1]"
"filler","DashedSentence","3","of","2917","Carmen","coordinate","filler","123","236","1008","S[1]"
"filler","DashedSentence","2","founder","2917","Carmen","coordinate","filler","123","226","1008","S[1]"
"filler","DashedSentence","1","The","2917","Carmen","coordinate","filler","123","224","1008","S[1]"
"filler","grade","Choice","6","2917","Carmen","coordinate","filler","123","NULL","1008","S[1]"
"filler","DashedSentence","18","of.","1801","Matthew","1_embed","filler","125","311","1040","S[1]"
"filler","DashedSentence","17","rid","1801","Matthew","1_embed","filler","125","207","1040","S[1]"
